,0,1,2,3,4,5,6,7,8,9
0,0.09848151515154058,0.10658453596159596,0.09848151515154058,0.10658453596159596,0.09848151515154058,0.10658453596159596,0.09848151515154058,0.10658453596159596,0.09848151515154058,0.10658453596159596
1,0.5696936363635885,0.142845690888183,0.5696936363635885,0.142845690888183,0.5696936363635885,0.142845690888183,0.5696936363635885,0.142845690888183,0.5696936363635885,0.142845690888183
2,1.1212104545455048,0.17515521098228276,1.1212104545455048,0.17515521098228276,1.1212104545455048,0.17515521098228276,1.1212104545455048,0.17515521098228276,1.1212104545455048,0.17515521098228276
3,1.5727256060606365,0.20082065309899647,1.5727256060606365,0.20082065309899647,1.5727256060606365,0.20082065309899647,1.5727256060606365,0.20082065309899647,1.5727256060606365,0.20082065309899647
4,1.6409074242424637,0.20882594080736888,1.6409074242424637,0.20882594080736888,1.6409074242424637,0.20882594080736888,1.6409074242424637,0.20882594080736888,1.6409074242424637,0.20882594080736888
5,1.5893940909090887,0.2070174328915124,1.5893940909090887,0.2070174328915124,1.5893940909090887,0.2070174328915124,1.5893940909090887,0.2070174328915124,1.5893940909090887,0.2070174328915124
6,1.4818207575757825,0.1878017281372976,1.4818207575757825,0.1878017281372976,1.4818207575757825,0.1878017281372976,1.4818207575757825,0.1878017281372976,1.4818207575757825,0.1878017281372976
7,1.0348510606060302,0.14615199831687756,1.0348510606060302,0.14615199831687756,1.0348510606060302,0.14615199831687756,1.0348510606060302,0.14615199831687756,1.0348510606060302,0.14615199831687756
8,0.43333348484846823,0.10660083574874399,0.43333348484846823,0.10660083574874399,0.43333348484846823,0.10660083574874399,0.43333348484846823,0.10660083574874399,0.43333348484846823,0.10660083574874399
9,-0.036364242424298254,0.10164820227311219,-0.036364242424298254,0.10164820227311219,-0.036364242424298254,0.10164820227311219,-0.036364242424298254,0.10164820227311219,-0.036364242424298254,0.10164820227311219
10,-0.3818196969697496,0.10994408872304458,-0.3818196969697496,0.10994408872304458,-0.3818196969697496,0.10994408872304458,-0.3818196969697496,0.10994408872304458,-0.3818196969697496,0.10994408872304458
11,-0.5727280303030824,0.10287637610635918,-0.5727280303030824,0.10287637610635918,-0.5727280303030824,0.10287637610635918,-0.5727280303030824,0.10287637610635918,-0.5727280303030824,0.10287637610635918
12,-0.6787895454545634,0.1021022692645732,-0.6787895454545634,0.1021022692645732,-0.6787895454545634,0.1021022692645732,-0.6787895454545634,0.1021022692645732,-0.6787895454545634,0.1021022692645732
13,-0.6863643939394137,0.09650962869164162,-0.6863643939394137,0.09650962869164162,-0.6863643939394137,0.09650962869164162,-0.6863643939394137,0.09650962869164162,-0.6863643939394137,0.09650962869164162
